id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.description[en_US],dc.identifier,dc.identifier.citation[en_US],dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"121de6df-8994-4d64-8c28-3b9a2711a445","11250/3034394","Laxdal, Gauti Aron","Husebø, Mari||Slettebø, Odd Inge Søyland","2024",,"Kroppsøvingsfaget har som primært mål å fremme fysisk aktivitet og inspirere til livslang
bevegelsesglede, samt utvikle gode livsstilsvaner hos elever. Imidlertid støtter faget på
utfordringer i skolesystemet som undergraver dets status og effektivitet, noe som kan påvirke
både undervisningskvaliteten og lærernes engasjement. I vår masteroppgave har vi fokusert på
hvordan kroppsøvingsfaget oppfattes av lærere uten formell utdanning i faget, og hvordan deres
perspektiver kan påvirke både gjennomføringen og anseelsen av faget. Gjennom kvalitative
dybdeintervjuer med lærere fra forskjellige skoler, har vi avdekket at faget blir ofte sett på som
et aktivitetsfag og holdningene til faget er varierte. På bakgrunn av holdninger knyttet til
kroppsøvingsfaget og at det ofte ses på som et aktivitetsfag, er dette et fag som nedprioriteres
sammenlignet med teoritunge fag. Intervjuene har også belyst hvordan lærerne vurderer og
verdsetter kroppsøving i forhold til andre fag, og hvordan dette påvirker deres holdninger.
Fra analysen av intervjuene har vi identifisert flere temaer som påvirker hvordan kroppsøving
oppfattes i skolen. Blant disse er et ønske om å holde kroppsøvingsfaget praktisk, med fokus
på fysisk aktivitet fremfor teori. Lærerne understreket behovet for mer tid til aktivitet i faget,
men dette ble sett på som en måte å forbedre elevenes helse snarere enn deres læring. Videre
ble det påpekt at kroppsøvingsfaget ofte blir marginalisert når det gjelder ressurser, og at vikarer
uten spesifikk kompetanse i faget ofte blir satt til å undervise. Ved at vikarer underviser i faget,
kan det føre til en forringelse av kvaliteten på undervisningen. Resultatene fra vår studie
indikerer et klart behov for å adressere disse utfordringene for å forbedre kroppsøvingsfagets
posisjon i skolen. Vi foreslår bedre integrering av faget i skolens læreplan, økt profesjonell
støtte til lærerne, og øke bevisstheten om fagets betydning for elevers fysiske, sosiale og
kognitive utvikling.
Denne studien bidrar til en dypere forståelse av kroppsøvingsfagets utfordringer og muligheter
i utdanningssystemet. Masteroppgaven vår understreker behovet for en strategisk revisjon av
hvordan faget oppfattes og implementeres, slik at elever kan dra nytte av de positive aspektene
ved regelmessig fysisk aktivitet og utvikle en livslang bevegelsesglede.
Nøkkelord: Kroppsøving, marginalisering, diskurs, fysisk aktivitet, helsediskurs,
aktivitetsdiskurs, idrettsdiskurs, danningsdiskurs, skolesystem, lærer, foreldre, holdninger.||",,,"no.uia:inspera:233856720:49941705",,"https://hdl.handle.net/11250/3143078","nob",,"University of Agder",,,,,,,,"""Det er ikke så farlig med de gymtimene""

En kvalitativ undersøkelse av læreres holdninger til kroppsøvingsfaget.",,"Master thesis",
"12b0d87c-ab74-4b35-a33d-99f1b1eef98e","11250/3034394","Sørhaug, Jon Olav","Meen, Anna","2024",,"Digital kompetanse er det overordnede og gjennomgående temaet i denne masteroppgaven. Materialet i oppgaven består av 13 fysiske læremidler i norsk for mellomtrinnet, fra de to forlagene Cappelen Damm og Aschehoug. Alle bøker er utgitt i etterkant av Læreplanen for Kunnskapsløftet 2020 (LK20). Oppgavens formål er å analysere de 13 fysiske læremidlene i lys av overordnet del og den fagspesifikke læreplanen i norsk. Målet med analysen er å finne ut av hvordan de fysiske lærebøkene i norsk for 5.-7. trinn fra Aschehoug og Cappelen Damm legger opp til at elevene skal arbeide med digital kompetanse.

I oppgavens første del har jeg gjennomgått sentral teori innenfor tematikken. Teorien er knyttet til digital kompetanse, læreplanen og læremiddelvurdering, og danner det teoretiske grunnlaget for denne oppgaven. I teorigjennomgangen har jeg redegjort for lærerens profesjonsfaglige digitale kompetanse, den digitale realiteten i dagens skole, norsk læreplanhistorie, læreplanens funksjon, LK20 og ulike læreplannivåer. I tillegg har jeg benyttet meg av teori fra Dagrun Skjelbred angående læremiddelvurdering. 

Videre i oppgaven har jeg redegjort for metodevalg, og omtalt resultatene i etterkant av analysen. Resultatene blir i dette kapittelet fremstilt med både kvantitative og kvalitative data. Under drøftingen har jeg først sammenliknet funnene i læremidlene til de to ulike forlagene, og sett på hvordan forlagene prioriterer og vektlegger kompetanser ulikt – og hvilke betydninger dette kan ha for elevene. Rammeverket for lærernes profesjonsfaglige digitale kompetanse blir også omtalt, da læreres forståelse og kompetanse er vel så viktig.

Et sentralt funn i oppgaven er at alle de analyserte læremidlene til begge forlagene tilfredsstiller kravene til digital kompetanse som stilles i LK20. Det er derimot stor forskjell i prioritering og vektlegging av de ulike ferdighetene, og et flertall av oppgavene som presenteres hos begge læreverk utfordrer og videreutvikler elevenes kunnskap minimalt.||",,,"no.uia:inspera:222050331:51758280",,"https://hdl.handle.net/11250/3142450","nob",,"University of Agder",,,,,,,,"Hvordan legger fysiske lærebøker i norsk til rette for arbeid med digital kompetanse?",,"Master thesis",
"13a40952-7f80-4ddc-8a50-e82121b0a792","11250/3034394","Haugen, Tommy","Henriksen, Christian Rosenberg||Moe, Lars Andre","2022","Full text not available","Hensikten med vår studie er å belyse hvordan ulike måter å presentere konkurranseaktiviteter i kroppsøving påvirker elevenes emosjoner og opplevelse av behovstilfredsstillelse. Prosjektet tok i bruk Basic Psychological Needs Theory og Basic Emotions, som målte behovene og emosjonene til elevene. Studien har et kvasi-eksperimentelt forskningsdesign. Utvalget er totalt 46 respondenter fra ungdomsskoler på Sørlandet, bestående av 25 gutter og 21 jenter. De to ulike perspektivene å se på konkurranse, competition og decompetition, ble brukt som didaktisk rammeverk for utforming av undervisningsøktene. Kohn og Drewe sine syn på konkurranse ga innblikk i forskjellige måter å se på konkurranse. Det ble tatt i bruk anbefalte tiltak for å legge til rette for konkurranse. Det ble produsert tre økter; ikke-konkurranse, konkurranse og idrettslig konkurranse. Øktene var like i øvelsesutvalget, men utsatte deltakerne for ulik grad av konkurranse. Øvelsene besto av alternative bevegelsesaktiviteter. Resultatene viste at konkurranse og idrettslig konkurranse påvirket elevenes følelse av høyere grad av autonomi, mens ikke-konkurranse førte til lavere grad av følt autonomi. Det var en statistisk signifikant endring i positive emosjoner mellom ikke-konkurranse og konkurranse. Idrettslig konkurranse var ikke statistisk signifikant med noen av gruppene. Gruppene så ingen signifikant endring i kompetanse, tilhørighet og negative emosjoner. Det er ønskelig at studien skal inspirere til videre forskning rundt dette problemområdet.||",,,"no.uia:inspera:106933773:23051238",,"https://hdl.handle.net/11250/3036536","",,"University of Agder",,,,,,,,"Konkurranse i kroppsøvingsundervisningen",,"Master thesis",
"141710e5-24be-4929-a5bb-34a01680e20d","11250/3034394","Morten Jeppesen","Andersen, Truls Songe","2024","Full text not available","Temaet i denne masteroppgaven er medborgerskap. Vinklingen er hvordan samfunnsfaglærere tolker og underviser om medborgerskap i ungdomsskolen. Studien er avgrenset ved samfunnsfaget og er gjennomført ved hjelp av kvalitative semi-strukturerte intervju. Totalt seks informanter ble intervjuet og det fremkom ulike tolkninger av læreplanen og undervisning. Det teoretiske rammeverket er tykt og tynt medborgerskap, ulike medborgeridealer, demokratiteori med avledede medborgeridealer og opplæring om, for og gjennom demokrati. Datamaterialet ble og sett i lys av føringer fra læreplanen og nevnt teori. Dette ga en rekke funn som videre blir diskutert i oppgaven. 

Selve datamaterialet ble delt inn i tre hovedkategorier med tilhørende funn. Kort fortalt tolket informantene læreplanen ulikt, og forståelsene delte seg mellom tykt og tynt syn på medborgerskap. Lærerne som pekte på aktivt medborgerskap som den viktigste føringen, hadde ulike normative oppfattelser av begrepet. Dette kan ses i lys av åpne føringer fra læreplanen. Samtlige lærere hadde opplæring om demokrati som et fundament i sin undervisning, men progresjonen var ulik. Det vil si at lærerne i ulik grad hadde progresjon til opplæring for og gjennom demokrati. Særlig sistnevnte peker forarbeidene til læreplanen på som et nytt perspektiv. (Meld.St.28. 2015-16, s.38)  Flere informanter peker på rammer i undervisningen som gjør at føringer i læreplanen oppleves urealistiske. Dette gjelder alt ifra tid, elevmasse og hva som fungerer. Nevnte faktorer drøftes og sammen med at flere utsagn av informantene kan tolkes som selvmotsigende. Der forsøkte jeg å gå bak informantenes utsagn for å se hva det kunne skyldes.  Samlet sett harmonerer mine funn med funn fra ICCS 2016 og 2022. Funnene er at lærere i mindre grad åpner vide medborgerroller i sin undervisning, samt at nye læreplaner er åpne og ikke gir tydelige føringer. Samtidig bør det forskes videre på i hvilken grad lærere anvender læreplanen i sin undervisning og hvordan implementeringsarbeidet med LK20 foregår.||",,,"no.uia:inspera:229826188:131334947",,"https://hdl.handle.net/11250/3143274","nob",,"University of Agder",,,,,,,,"Medborgerskap i ungdomsskolen",,"Master thesis",
"144090c8-de93-45e7-88b9-983561dc1db8","11250/3034394","Matre, Marianne Engen","Løite, Mariken Jonskås","2024",,"Denne studien utforsker læreres opplevelser knyttet til bruk av digital teknologi for å fremme inkluderende undervisning med bakgrunn i den vedvarende utfordringen med å inkludere elever med spesielle behov i ordinær undervisning, samtidig som det er en økende tilgjengelighet av digitale verktøy i utdanningen. Målet er å forstå hva som skal til for at digital teknologi kan bidra til å tilpasse opplæringen individuelt og sikre rettferdig behandling, slik at alle elever får lik mulighet til læring. Derfor ble problemstillingen: Hva opplever lærere er nødvendig for å kunne bruke digital teknologi til å styrke inkluderingen av elever med lærevansker? For å svare på problemstillingen, ble det formulert tre forskningsspørsmål:
1) Hva legger lærerne i begrepet inkluderende undervisning?
2) Hva brukes av digital teknologi for å styrke inkluderingen av elever med lærevansker?
3) Hva slags erfaringer har lærerne med å bruke digital teknologi? 

Studien har en kvalitativ tilnærming da problemstillingen er eksplorerende, som vil si at den gir rom for å utforske kontekstuelle sammenhenger. Dataene ble samlet inn gjennom semi-strukturerte intervjuer med fire lærere fra ulike skoler, som alle hadde erfaring med bruk av digitale verktøy i undervisningen. Etter innsamlingen ble dataene analysert ved hjelp av tematisk analyse.

Gjennom intervjuene kommer det frem at lærernes forståelse av inkluderende undervisning omfatter viktige aspekter som mestring, fellesskap og individuell tilpasning, samtidig som de møter utfordringer med å realisere inkludering i praksis på grunn av variasjon i elevers forutsetninger og behov. Lærerne ønsker å bruke digitale verktøy, men møter praktiske og psykologiske hindringer. De tar ansvar for sin egen kompetanseutvikling innen digital teknologi, og opplever at dagens opplæringssystem ikke er tilstrekkelig. Videre spiller skoleledelsen en viktig rolle i å støtte lærernes utvikling av digital kompetanse, men må balansere dette med økonomiske realiteter. For at lærere skal kunne bruke digital teknologi til å styrke inkluderingen av elever med lærevansker opplever de derfor at det er nødvendig med en kombinasjon av tilgjengelige, motiverende og tilpassede digitale verktøy, sammen med tilstrekkelig opplæring, støtte til egen kompetanseutvikling og ressurser fra skoleledelsen.

Nøkkelord: Profesjonsfaglig digital kompetanse, inkluderende pedagogikk, tilpasset opplæring, likeverd og kompetanseutvikling||",,,"no.uia:inspera:222050086:51768085",,"https://hdl.handle.net/11250/3141579","nob",,"University of Agder",,,,,,,,"Hva opplever lærere er nødvendig for å kunne bruke digital teknologi til å styrke inkluderingen av elever med lærevansker?",,"Master thesis",
"1a00e861-9e1c-4b36-a1aa-7c9835247ae4","11250/3034394","Henriksen, Arild Høie","Larsen, Kjell André","2023",,"The findings of this thesis suggest that playing the game ""Human: Fall Flat"" positively 
impacted second language learning for most participants, mainly due to extensive social 
interactions in the target language. The game provided opportunities for L2 learners to 
practice English. While the peer-to-peer interactivity and comfortable environment within the 
game facilitated significant language input and output for students, a few participants did not 
find the game enjoyable or valuable for language learning. The results from the study, 
combined with previous research and second language learning theories, suggest that gaming 
can be a valuable tool for second language learning for many students. However, this thesis 
highlights the importance of considering individual learner differences and ensuring that 
games used for language learning cater to different proficiency levels and learning styles||",,,"no.uia:inspera:143763411:21003360",,"https://hdl.handle.net/11250/3076233","",,"University of Agder",,,,,,,,"Exploring The Impact of Gaming on 
L2 English Proficiency.",,"Master thesis",
"1a5a12ca-6246-45af-80d5-a61b7200c7a5","11250/3034394","Garshol, Lenka","Kielland, Carl Eyde","2022",,"This MA thesis investigates the Content and Language Integrated Learning (CLIL) method in a lower secondary public school. This thesis has a particular focus on low proficiency students and how they experience the method, and how they could be aided and assisted to be able to master the method. The thesis also provides an overview of the entire class and how the medium-, and high proficiency students perform. 

The research is seen in light of exposure to extramural English input and output, and how exposure to extramural English is connected to a higher linguistic proficiency. Further the thesis explains why the CLIL method is relevant for Norwegian adolescents’ English proficiency in light of the contextual situation they are in, as well as how the Norwegian teaching curriculum gives room for this kind of methodology.

The research is a mixed method approach that includes both qualitative and quantitative data. The data was collected through an intervention, observation, a survey, and several interviews, including both the students’ and the teacher’s view.||",,,"no.uia:inspera:107666473:22437472",,"https://hdl.handle.net/11250/3036543","",,"University of Agder",,,,,,,,"CLIL in lower secondary school: Uncharted territory",,"Master thesis",
"1b9a1fb0-a4f9-4262-b38d-0944ed20680f","11250/3034394","Mustad, Erik","Nord, Maren Eline","2023",,"This master’s thesis seeks to investigate why some indigenous groups are more often selected when second language learning teachers work with the curricular aim “explore and reflect upon the situation of indigenous peoples in the English-speaking world and in Norway” (Ministry of Education and Research, 2019, p. 9). In previous research, Native Americans and Aboriginals seem to be the two indigenous groups that are often portrayed most frequently in educational textbooks. Hence, this thesis will investigate what factors that are present when L2 teachers are working with this aim. A mixed-method approach was used in this research project to collect data, including both an online survey and interviews with two teachers.

Findings imply that Native Americans and Aboriginals are still the two most predominant selected indigenous peoples, even though there is a new curriculum in place LK20. The study reviewed if the curriculum LK06 had an impact on limiting teachers in selecting a particular indigenous group. As the selected group did not change with a more autonomous curriculum LK20, other factors had to be reviewed. A key factor in selecting an indigenous group was the educational textbooks. The interviewed teachers from the study pointed out that they often selected a group based on what the book portrayed and included. 

Previous research shows that Native Americans are the most frequently portrayed group in educational textbooks. There is no question why this is the most frequently selected one (Børve, 2019, Hetland, 2022, Lund, 2019). Subsequently, the interviewed teachers also stressed that relevance for the chosen group was also a prominent factor in selecting a certain group. Hence, teachers’ education was also reviewed to understand the research question. The research highlights three key factors in why teachers choose certain indigenous groups for teaching: education, relevance and adequate tools.||",,,"no.uia:inspera:143763411:3287769",,"https://hdl.handle.net/11250/3074492","",,"University of Agder",,,,,,,,"Indigenous Peoples in the English-Speaking World",,"Master thesis",
"1f42554f-74de-490e-b91e-35c8ff57a3c4","11250/3034394","Reid, David Alexander||Reinhardtsen, Jorunn","Breland, Julian Norum||Rydland, Truls Jørgen","2022",,"Denne masteravhandlingen handler om å løse algebraiske tekstoppgaver ved hjelp av ulike løsningsmetoder. Hensikten med denne studien er å undersøke og beskrive elevers tankegang når det benyttes ulike løsningsmetoder i arbeid med algebraiske tekstoppgaver. Dette ble undersøkt gjennom en kvalitativ flerkasusstudie som var basert på et undervisningseksperiment. Det ble introdusert to ulike løsningsmetoder som ikke var basert på symbolsk algebra, henholdsvis prøv og feil metoden og blokkmetoden. Dette undervisningseksperimentet ble gjennomført i en klasse på 8. trinn og en klasse på 9. trinn. I tillegg til å undersøke og beskrive elevenes tankegang, ønsket vi å undersøke om elevene så noen sammenhenger mellom symbolsk algebra og løsningsmetodene som ble innført. I denne studien ønsket vi å finne svar på følgende forskningsspørsmål:

Hva karakteriserer elevers tenking ved bruk av ulike løsningsmetoder i arbeid med algebraiske tekstoppgaver?

Hvilke sammenhenger ser elever på 8. og 9. trinn mellom symbolsk algebra og prøv og feil metoden / blokkmetoden?

Studien baserer seg på et teorigrunnlag som beskriver algebra og algebraisk tenking, sammenlignet med aritmetikk. Teorigrunnlaget inneholder også beskrivelser av semiotiske representasjoner, tekstoppgaver og løsningsmetodene: prøv og feil metoden og blokkmetoden. Datagrunnlaget er basert på empiriske data som er innhentet gjennom besvarelser fra mapper med algebraiske tekstoppgaver, observasjon, samt video- og lydopptak.

Resultatene fra denne studien viser at elevenes strategi, uavhengig av løsningsmetode, var å identifisere den minste verdien og ta utgangspunkt i denne. Elevene benyttet prøv og feil metoden på en systematisk og logisk måte, og viste tegn til algebraisk tenking. Når elevene benyttet blokkmetoden, ble den brukt på en analytisk måte, og elevene viste tydelige tegn til algebraisk tenking. Fra studien kommer det ikke frem at elevene ser en sammenheng mellom symbolsk algebra og prøv og feil metoden, men at de ser en tydelig sammenheng mellom symbolsk algebra og blokkmetoden.||",,,"no.uia:inspera:109991212:21059740",,"https://hdl.handle.net/11250/3036569","",,"University of Agder",,,,,,,,"Løse tekstoppgaver ved hjelp av algebra
Solve word problems by using algbera",,"Master thesis",
"207a42d9-67f0-4921-a02f-2b89bea35e6f","11250/3034394","Jensen, Magnus Thunes","Roaldsen, Liva","2023","Full text not available","Søkelyset i denne oppgaven er å undersøke fremstillingen av homofili i to samtidsrealistiske ungdomsromaner. Teorigrunnlaget kan sies å være delt inn i to, der den ene delen har et didaktisk søkelys, mens den andre delen konsentrerer seg om queer teori. Teorien skaper grunnlag for ulike perspektiver i møte med analysen. Den metodiske tilnærmingen er nærlesing, og blir utført som en komparativ analyse. Forskningen bygger på to ungdomsromaner som handler om forelskelse mellom likekjønnede karakterer. I analysen blir det belyst hvordan homofili blir fremstilt i form av reaksjoner fra omgivelsene, heteronormativitet og karakterenes seksuelle orientering. Hovedresultatene viser at homofili blir sett på som naturlig i bøkene. Reaksjonene fra omgivelsene er nesten utelukkende positiv, men forventninger knyttet til at det skal være “mann og kvinne” fører til usikkerhet rundt oppførselen til karakterene. For å ivareta det didaktiske søkelyset, har oppgaven en didaktisk tilnærming. I denne delen blir relevansen av lesing av skjønnlitteratur og norsk som danningsfag diskutert.||",,,"no.uia:inspera:143798281:36762848",,"https://hdl.handle.net/11250/3079264","",,"University of Agder",,,,,,,,"Han vil ikke at noen skal vite dette, at han er sånn, at vi er sånn",,"Master thesis",
"21882912-5d1c-4fbb-b4f1-74e0147ff039","11250/3034394","Laxdal, Aron Gauti||Jortveit, Maryann","Malkoc, Emina||Tinnesand, Even","2024","Full text not available","Hensikten med denne masteroppgaven var å undersøke marginaliserte elever i kroppsøvingsfaget. Opplæringstilbudet i den norske skolen er lovpålagt å tilpasse til hver enkelt elev og dens forutsetninger (Opplæringslova, 1998, §1-3). Likevel viser en rekke forskning til 
at det eksisterer en gruppe elever som marginaliseres i kroppsøvingsfaget, og at faget ikke gir likestilte læringsmuligheter for alle (Aasland et al., 2019; Fitzgerald, 2005; Lucero et al., 2023). Formålet med studien var å undersøke kroppsøvingslæreres tilnærming til individuelle opplæringsplaner (IOP) og spesialundervisning i kroppsøving ved undervisning av elever med funksjonsvariasjoner. Vi utarbeidet problemstillingen “hvordan opplever kroppsøvingslærere behovet for IOP i kroppsøving?”. Som teoretisk grunnlag for oppgaven ble Bronfenbrenners bioøkologiske modell brukt for å forstå hvilke faktorer som har innvirkning på kroppsøvingslæreren i arbeidet med IOP i faget. Studien hadde en kvalitativ metodologisk tilnærming med semi-strukturerte intervju av syv kroppsøvingslærere med erfaring i å undervise elever med funksjonsvariasjoner. Gjennom tematisk analyse sorterte vi sentrale funn under tre temaer; det hverdagslige, det administrative og det kulturelle. I det hverdagslige anså informantene kompetansemangel og for stor arbeidsmengde som bakgrunnen for mangel på tilrettelegging og tilpasning for elever med funksjonsvariasjoner, og de etterlyste et bedre system for at det skal skje en endring. Knyttet til det administrative uttrykte informantene at vedtaket om IOP i kroppsøving er utenforliggende deres innflytelsesområde, men at en IOP vil medføre flere ressurser, bedre kvalitet på tilretteleggingen, og at oppfølgingen vektlegges i 
større grad. Det kulturelle viste til at informantene opplever kroppsøving som et lavstatusfag i skolen, og derfor blir ikke IOP-er utarbeidet. Vi konkluderte med at kroppsøvingslærere opplever at det utvilsomt er behov for IOP i faget, men at den totale arbeidsmengden, kompetansemangelen på området og nedprioriteringen av kroppsøving som fag gjør det til et 
fenomen de har lite erfaring med. 

Nøkkelord: Erfaringsmangel, funksjonsvariasjoner, individuell opplæringsplan (IOP), kompetansemangel, lavstatusfag, ressurser.||",,,"no.uia:inspera:233856720:49815597",,"https://hdl.handle.net/11250/3143073","nob",,"University of Agder",,,,,,,,"«IOP i kroppsøving har jeg knapt hørt om»   

En kvalitativ undersøkelse av kroppsøvingslæreres opplevelser og erfaringer med behovet for IOP i kroppsøvingsfaget.",,"Master thesis",
